devices, latency, power, osnr,,,,,
2,98,-159,145,8027,7760,0,,0
2,97,-161,144,8027,7830,0,,0
2,99,-160,145,8027,7878,0,,0
2,97,-159,149,8027,7881,0,,0
2,98,-161,147,8027,7869,0,,0
2,98,-160,147,8027,7910,0,,0
2,98,-160,148,8027,7910,0,,0
2,98,-159,147,8027,7919,0,,0
2,97,-159,234,8027,8026,0,,0
2,98,-160,234,8027,8026,0,,0
2,98,-160,239,8027,8026,0,,0
2,98,-171,128,8027,4878,2,,2
2,98,-173,127,8027,4760,2,,2
2,97,-172,127,8027,5136,2,,2
2,98,-172,128,8027,5136,2,,2
2,98,-168,131,8027,4997,2,,2
2,97,-171,130,8027,5778,2,,2
2,97,-166,130,8027,5824,2,,2
2,97,-166,134,8027,5824,2,,2
2,98,-169,132,8027,5797,2,,2
2,98,-167,135,8027,5942,2,,2
2,97,-171,132,8027,6394,2,,2
2,99,-169,134,8027,6433,2,,2
2,98,-171,131,8027,6413,2,,2
2,98,-170,133,8027,6476,2,,2
2,98,-169,133,8027,6490,2,,2
2,99,-171,134,8027,6772,2,,2
2,97,-170,136,8027,6739,2,,2
2,98,-170,134,8027,6766,2,,2
2,97,-173,135,8027,7181,2,,0
2,98,-169,139,8027,7199,0,,0
2,98,-170,139,8027,7307,0,,0
2,97,-170,138,8027,7308,0,,0
2,97,-171,138,8027,7322,0,,0
2,98,-167,142,8027,7333,0,,0
2,97,-170,140,8027,7522,0,,0
2,97,-168,141,8027,7517,0,,0
2,97,-169,140,8027,7531,0,,0
2,97,-168,140,8027,7616,0,,0
2,98,-168,143,8027,7616,0,,0
2,98,-170,143,8027,7673,0,,0
2,98,-169,141,8027,7693,0,,0
2,98,-168,142,8027,7708,0,,0
2,98,-168,145,8027,7701,0,,0
2,97,-169,143,8027,7808,0,,0
2,97,-166,149,8027,7789,0,,0
2,98,-170,145,8027,7796,0,,0
2,98,-169,149,8027,7869,0,,0
2,99,-169,147,8027,7854,0,,0
2,98,-172,145,8027,7847,0,,0
2,98,-168,149,8027,7921,0,,0
2,97,-170,146,8027,7923,0,,0
2,98,-170,227,8027,8022,0,,0
2,98,-171,228,8027,8026,0,,0
2,98,-170,226,8027,8026,0,,0
2,97,-168,233,8027,8026,0,,0
2,97,-171,229,8027,8026,0,,0
2,98,-171,240,8027,8026,0,,0
2,98,-176,132,8027,5475,2,,2
2,97,-179,131,8027,5479,2,,2
2,97,-178,131,8027,5446,2,,2
2,97,-178,132,8027,5426,2,,2
2,98,-177,134,8027,5544,2,,2
2,98,-179,132,8027,5963,2,,2
2,99,-181,129,8027,5951,2,,2
2,98,-179,129,8027,6045,2,,2
2,98,-179,133,8027,6045,2,,2
2,97,-180,133,8027,6517,2,,2
2,97,-176,137,8027,6575,2,,2
2,98,-179,136,8027,6555,2,,2
2,98,-182,132,8027,6544,2,,2
2,98,-180,134,8027,6677,2,,2
2,98,-180,135,8027,6922,2,,2
2,98,-178,136,8027,6923,2,,2
2,98,-179,138,8027,7057,2,,2
2,97,-179,137,8027,7085,2,,2
2,99,-180,137,8027,7083,2,,2
2,97,-180,138,8027,7046,2,,2
2,97,-179,139,8027,7195,2,,0
2,97,-178,138,8027,7190,2,,0
2,98,-181,136,8027,7187,2,,2
2,97,-180,140,8027,7376,0,,0
2,98,-179,141,8027,7485,0,,0
2,97,-176,145,8027,7447,0,,0
2,98,-179,142,8027,7539,0,,0
2,97,-180,142,8027,7606,0,,0
2,98,-178,145,8027,7582,0,,0
2,97,-180,141,8027,7566,0,,0
2,98,-177,145,8027,7685,0,,0
2,97,-176,147,8027,7688,0,,0
2,98,-180,147,8027,7726,0,,0
2,98,-180,143,8027,7726,0,,0
2,97,-175,143,8027,7692,0,,0
2,98,-175,149,8027,7692,0,,0
2,97,-181,149,8027,7686,0,,0
2,98,-181,145,8027,7686,0,,0
2,97,-180,146,8027,7764,0,,0
2,98,-182,142,8027,7768,0,,0
2,98,-178,146,8027,7738,0,,0
2,97,-180,145,8027,7741,0,,0
2,98,-178,148,8027,7844,0,,0
2,97,-181,144,8027,7838,0,,0
2,99,-181,143,8027,7827,0,,0
2,98,-177,149,8027,7846,0,,0
2,98,-183,146,8027,7910,0,,0
2,98,-179,148,8027,7907,0,,0
2,98,-182,145,8027,7911,0,,0
2,98,-179,178,8027,7911,0,,0
2,98,-179,223,8027,8026,0,,0
2,97,-181,222,8027,8027,0,,0
2,98,-181,220,8027,8026,0,,0
2,98,-180,226,8027,8026,0,,0
2,98,-181,224,8027,8026,0,,0
2,99,-190,121,8027,3033,2,,1
2,98,-194,122,8027,1771,2,,1
2,97,-189,129,8027,3454,2,,1
2,98,-190,129,8027,4196,2,,2
2,98,-190,128,8027,4584,2,,2
2,97,-189,128,8027,4563,2,,2
2,98,-189,130,8027,4563,2,,2
2,98,-193,128,8027,4495,2,,2
2,97,-195,128,8027,4575,2,,2
2,98,-195,125,8027,4575,2,,2
2,98,-189,132,8027,4467,2,,2
2,98,-191,129,8027,5130,2,,2
2,98,-188,133,8027,5061,2,,2
2,97,-193,130,8027,5185,2,,2
2,97,-190,133,8027,5326,2,,2
2,98,-189,135,8027,5673,2,,2
2,98,-192,131,8027,5424,2,,2
2,98,-193,135,8027,5821,2,,2
2,97,-192,134,8027,5764,2,,2
2,98,-192,136,8027,5769,2,,2
2,98,-193,131,8027,5811,2,,2
2,98,-194,130,8027,6032,2,,2
2,98,-192,137,8027,6277,2,,2
2,98,-195,131,8027,6212,2,,2
2,98,-191,137,8027,6250,2,,2
2,98,-190,138,8027,6299,2,,2
2,98,-195,133,8027,6975,2,,2
2,98,-193,136,8027,6816,2,,2
2,99,-193,137,8027,6896,2,,2
2,98,-189,141,8027,6942,2,,2
2,98,-190,140,8027,6933,2,,2
2,97,-191,140,8027,6926,2,,2
2,97,-195,136,8027,7105,2,,2
2,97,-193,138,8027,7070,2,,2
2,98,-190,142,8027,7228,0,,0
2,98,-191,142,8027,7330,0,,0
2,98,-192,143,8027,7340,0,,0
2,98,-189,142,8027,7443,0,,0
2,99,-189,144,8027,7482,0,,0
2,98,-190,144,8027,7525,0,,0
2,97,-189,147,8027,7660,0,,0
2,98,-189,145,8027,7679,0,,0
2,98,-188,145,8027,7678,0,,0
2,98,-192,145,8027,7759,0,,0
2,98,-193,144,8027,7758,0,,0
2,99,-189,146,8027,7758,0,,0
2,98,-191,146,8027,7765,0,,0
2,98,-193,145,8027,7832,0,,0
2,98,-194,144,8027,7840,0,,0
2,98,-193,147,8027,7834,0,,0
2,98,-189,150,8027,7859,0,,0
2,98,-192,149,8027,7902,0,,0
2,98,-191,148,8027,7903,0,,0
2,97,-194,150,8027,7898,0,,0
2,98,-190,151,8027,7935,0,,0
2,98,-194,145,8027,7942,0,,0
2,98,-192,207,8027,7940,0,,0
2,98,-191,219,8027,7991,0,,0
2,98,-193,214,8027,8031,0,,0
2,99,-192,211,8027,8031,0,,0
2,97,-189,215,8027,8032,0,,0
2,97,-194,211,8027,8031,0,,0
2,97,-202,132,8027,5064,2,,2
2,97,-202,133,8027,5060,2,,2
2,97,-201,133,8027,4940,2,,2
2,99,-200,135,8027,4946,2,,2
2,97,-198,138,8027,5601,2,,2
2,98,-199,135,8027,5653,2,,2
2,98,-199,137,8027,5545,2,,2
2,98,-202,134,8027,5970,2,,2
2,98,-200,134,8027,6087,2,,2
2,98,-201,135,8027,5994,2,,2
2,97,-201,137,8027,6073,2,,2
2,97,-202,137,8027,5879,2,,2
2,98,-200,138,8027,6270,2,,2
2,98,-198,140,8027,6432,2,,2
2,98,-202,136,8027,6793,2,,2
2,98,-200,140,8027,6799,2,,2
2,97,-198,141,8027,6804,2,,2
2,98,-203,135,8027,6637,2,,2
2,97,-204,135,8027,6783,2,,2
2,98,-204,137,8027,6783,2,,2
2,98,-202,139,8027,6793,2,,2
2,99,-203,138,8027,6843,2,,2
2,97,-202,141,8027,7098,2,,2
2,98,-200,141,8027,7144,2,,2
2,98,-203,139,8027,7105,2,,2
2,98,-203,140,8027,7113,2,,2
2,99,-202,140,8027,7050,2,,2
2,97,-202,142,8027,7084,2,,2
2,97,-204,139,8027,7108,2,,2
2,99,-205,138,8027,7181,2,,2
2,98,-199,145,8027,7308,0,,0
2,98,-199,144,8027,7255,0,,0
2,98,-200,143,8027,7569,0,,0
2,98,-202,143,8027,7583,0,,0
2,98,-202,147,8027,7630,0,,0
2,97,-201,144,8027,7618,0,,0
2,97,-203,144,8027,7595,0,,0
2,98,-201,145,8027,7726,0,,0
2,97,-202,145,8027,7706,0,,0
2,98,-199,147,8027,7708,0,,0
2,98,-201,147,8027,7810,0,,0
2,98,-201,148,8027,7810,0,,0
2,98,-204,144,8027,7801,0,,0
2,98,-199,154,8027,7822,0,,0
2,98,-200,154,8027,7871,0,,0
2,97,-205,145,8027,7835,0,,0
2,98,-203,150,8027,7829,0,,0
2,97,-203,149,8027,7857,0,,0
2,98,-202,149,8027,7896,0,,0
2,97,-202,154,8027,7896,0,,0
2,98,-204,149,8027,7874,0,,0
2,97,-204,147,8027,7874,0,,0
2,98,-199,155,8027,7867,0,,0
2,97,-204,155,8027,7871,0,,0
2,98,-204,197,8027,7871,0,,0
2,97,-204,200,8027,8026,0,,0
2,99,-202,200,8027,8027,0,,0
2,97,-202,201,8027,8027,0,,0
2,98,-202,205,8027,8026,0,,0
2,98,-203,205,8027,8026,0,,0
2,99,-209,133,8027,2934,2,,1
2,98,-211,130,8027,3914,2,,2
2,98,-211,131,8027,3935,2,,2
2,99,-210,134,8027,4567,2,,2
2,97,-212,133,8027,4650,2,,2
2,98,-208,133,8027,4728,2,,2
2,97,-208,138,8027,4728,2,,2
2,97,-210,137,8027,5217,2,,2
2,98,-211,134,8027,5286,2,,2
2,98,-209,138,8027,5270,2,,2
2,97,-211,136,8027,5296,2,,2
2,99,-209,137,8027,5708,2,,2
2,99,-209,141,8027,5747,2,,2
2,98,-211,135,8027,5753,2,,2
2,97,-212,135,8027,5733,2,,2
2,98,-212,136,8027,6167,2,,2
2,98,-212,138,8027,6280,2,,2
2,98,-209,139,8027,6325,2,,2
2,98,-209,142,8027,6592,2,,2
2,99,-211,138,8027,6627,2,,2
2,97,-210,141,8027,6624,2,,2
2,97,-208,140,8027,6666,2,,2
2,99,-213,136,8027,6669,2,,2
2,97,-212,139,8027,6877,2,,2
2,97,-210,144,8027,6852,2,,2
2,98,-214,139,8027,6969,2,,2
2,97,-210,145,8027,7003,2,,2
2,97,-214,138,8027,6987,2,,2
2,98,-211,144,8027,6979,2,,2
2,97,-215,138,8027,7060,2,,2
2,98,-210,143,8027,7101,2,,2
2,98,-213,140,8027,7148,2,,2
2,97,-210,139,8027,7183,2,,2
2,99,-212,146,8027,7384,0,,0
2,98,-210,147,8027,7437,0,,0
2,98,-210,146,8027,7455,0,,0
2,97,-213,147,8027,7604,0,,0
2,97,-211,147,8027,7580,0,,0
2,97,-212,145,8027,7593,0,,0
2,97,-211,148,8027,7530,0,,0
2,98,-213,145,8027,7710,0,,0
2,98,-212,148,8027,7684,0,,0
2,99,-210,152,8027,7651,0,,0
2,98,-210,153,8027,7745,0,,0
2,99,-213,146,8027,7799,0,,0
2,98,-210,150,8027,7793,0,,0
2,97,-212,149,8027,7792,0,,0
2,98,-211,153,8027,7795,0,,0
2,97,-210,151,8027,7824,0,,0
2,98,-214,150,8027,7851,0,,0
2,98,-213,155,8027,7838,0,,0
2,98,-212,153,8027,7841,0,,0
2,97,-216,146,8027,7869,0,,0
2,99,-211,152,8027,7886,0,,0
2,99,-213,149,8027,7883,0,,0
2,98,-209,159,8027,7882,0,,0
2,97,-210,155,8027,7927,0,,0
2,98,-213,154,8027,7936,0,,0
2,98,-210,199,8027,7930,0,,0
2,99,-210,191,8027,7933,0,,0
2,97,-211,191,8027,8031,0,,0
2,98,-211,190,8027,8031,0,,0
2,98,-210,198,8027,8031,0,,0
2,99,-212,191,8027,8031,0,,0
2,97,-211,189,8027,8031,0,,0
2,97,-219,138,8027,4455,2,,2
2,97,-220,137,8027,3146,2,,1
2,98,-223,133,8027,4233,2,,2
2,97,-219,139,8027,4638,2,,2
2,98,-222,134,8027,5339,2,,2
2,98,-221,139,8027,5262,2,,2
2,98,-223,139,8027,5342,2,,2
2,98,-221,134,8027,5372,2,,2
2,97,-223,140,8027,5696,2,,2
2,98,-220,139,8027,5760,2,,2
2,97,-222,139,8027,5587,2,,2
2,98,-220,144,8027,5682,2,,2
2,98,-221,143,8027,6089,2,,2
2,99,-221,140,8027,6113,2,,2
2,97,-222,142,8027,6308,2,,2
2,98,-221,138,8027,6325,2,,2
2,99,-222,143,8027,6538,2,,2
2,97,-222,141,8027,6780,2,,2
2,98,-217,145,8027,6731,2,,2
2,98,-219,144,8027,6766,2,,2
2,98,-224,146,8027,7059,2,,2
2,98,-221,144,8027,7044,2,,2
2,99,-220,145,8027,7054,2,,2
2,98,-220,142,8027,7153,2,,2
2,97,-220,147,8027,7117,2,,2
2,99,-221,145,8027,7118,2,,2
2,97,-223,145,8027,7138,2,,2
2,98,-223,147,8027,7138,2,,2
2,98,-219,147,8027,7134,2,,2
2,97,-219,153,8027,7268,0,,0
2,98,-222,148,8027,7321,0,,0
2,98,-223,148,8027,7334,0,,0
2,97,-222,150,8027,7381,0,,0
2,97,-221,148,8027,7463,0,,0
2,98,-221,149,8027,7458,0,,0
2,98,-222,149,8027,7439,0,,0
2,97,-224,145,8027,7476,0,,0
2,98,-222,152,8027,7508,0,,0
2,97,-219,155,8027,7504,0,,0
2,98,-220,152,8027,7472,0,,0
2,98,-221,154,8027,7494,0,,0
2,97,-224,148,8027,7520,0,,0
2,97,-225,151,8027,7673,0,,0
2,98,-223,151,8027,7683,0,,0
2,97,-223,150,8027,7695,0,,0
2,97,-224,152,8027,7650,0,,0
2,97,-220,149,8027,7691,0,,0
2,98,-221,155,8027,7691,0,,0
2,97,-221,153,8027,7633,0,,0
2,98,-220,154,8027,7730,0,,0
2,98,-220,153,8027,7739,0,,0
2,98,-221,156,8027,7785,0,,0
2,98,-223,156,8027,7869,0,,0
2,97,-225,148,8027,7854,0,,0
2,97,-224,155,8027,7835,0,,0
2,97,-226,149,8027,7822,0,,0
2,99,-222,157,8027,7829,0,,0
2,98,-224,156,8027,7833,0,,0
2,97,-222,160,8027,7863,0,,0
2,99,-222,154,8027,7854,0,,0
2,97,-221,158,8027,7853,0,,0
2,97,-224,151,8027,7849,0,,0
2,97,-222,166,8027,7865,0,,0
2,98,-225,166,8027,7897,0,,0
2,97,-225,156,8027,7897,0,,0
2,98,-226,156,8027,7899,0,,0
2,98,-224,157,8027,7890,0,,0
2,99,-225,181,8027,7896,0,,0
2,98,-223,180,8027,7977,0,,0
2,97,-225,178,8027,8031,0,,0
2,97,-222,178,8027,8031,0,,0
2,98,-222,197,8027,8031,0,,0
2,98,-222,182,8027,8031,0,,0
2,99,-224,188,8027,8031,0,,0
2,98,-221,184,8027,8031,0,,0
2,99,-224,179,8027,8031,0,,0
2,98,-221,179,8027,8031,0,,0
2,98,-222,184,8027,8031,0,,0
2,98,-223,184,8027,8031,0,,0
2,97,-223,186,8027,8031,0,,0
2,97,-224,185,8027,8031,0,,0
2,98,-231,146,8027,5969,2,,2
2,97,-230,147,8027,5996,2,,2
2,97,-231,142,8027,5898,2,,2
2,99,-233,146,8027,6154,2,,2
2,98,-231,147,8027,6349,2,,2
2,98,-231,140,8027,6259,2,,2
2,98,-229,150,8027,6373,2,,2
2,98,-232,148,8027,6330,2,,2
2,98,-230,148,8027,6484,2,,2
2,98,-228,148,8027,6395,2,,2
2,97,-228,145,8027,6340,2,,2
2,98,-233,140,8027,6281,2,,2
2,98,-230,146,8027,6379,2,,2
2,98,-234,146,8027,6483,2,,2
2,98,-231,143,8027,5721,2,,2
2,97,-235,143,8027,5850,2,,2
2,98,-235,142,8027,5850,2,,2
2,98,-233,144,8027,5852,2,,2
2,98,-234,144,8027,5767,2,,2
2,98,-234,139,8027,5717,2,,2
2,97,-232,139,8027,5263,2,,2
2,97,-232,141,8027,5263,2,,2
2,97,-234,141,8027,5386,2,,2
2,97,-135,270,8427,8415,0,,0
2,31223,-131,267,8427,8415,4,,4
2,31796,-129,276,8427,8415,4,,4
2,97,-134,265,8427,8415,0,,0
2,30053,-131,272,8427,8415,4,,4
2,97,-131,274,8427,8415,0,,0
2,97,-131,269,8427,8415,0,,0
2,18123,-131,272,10227,9933,4,,4
2,30743,-131,268,10427,9936,4,,4
2,861,-133,270,10427,9936,4,,2
2,31389,-135,270,12027,9942,4,,4
2,30511,-133,275,12027,9942,4,,4
2,97,-133,260,12027,9942,0,,0
2,96,-133,275,8627,8600,0,,0
2,32117,-132,267,12027,9942,4,,4
2,29896,-134,274,12027,9942,4,,4
2,97,-133,271,12027,9942,0,,0
2,31112,-134,269,12027,9942,4,,4
2,31458,-133,265,12027,9942,4,,4
2,31862,-131,267,12027,9942,4,,4
2,96,-133,273,9027,8933,0,,0
2,3312,-134,266,9027,8933,4,,4
2,97,-131,272,9027,8933,0,,0
2,30271,-133,274,9027,8933,4,,4
2,97,-133,264,9027,8933,0,,0
2,31446,-134,259,9027,8933,4,,4
2,31314,-134,258,9027,8933,4,,4
2,31772,-134,259,12027,9942,4,,4
2,30858,-131,265,12027,9942,4,,4
2,96,-129,261,12027,9942,0,,0
2,30720,-131,274,12027,9942,4,,4
2,97,-129,278,12027,9942,0,,0
2,31244,-129,280,12027,9942,4,,4
2,31411,-131,267,12027,9942,4,,4
2,595,-133,276,12027,9942,4,,2
2,30484,-133,268,10827,9906,4,,4
2,31103,-133,268,10827,9906,4,,4
2,97,-133,275,10827,9906,0,,0
2,29895,-134,263,10827,9906,4,,4
2,96,-132,274,10827,9906,0,,0
2,30750,-133,261,10827,9906,4,,4
2,98,-134,269,8427,8415,0,,0
2,30231,-131,272,8427,8415,4,,4
2,98,-132,266,8427,8415,0,,0
2,97,-129,277,8427,8415,0,,0
2,31266,-133,274,8427,8415,4,,4
2,31603,-134,269,11227,9908,4,,4
2,31891,-131,267,11227,9908,4,,4
2,31016,-134,269,11427,9939,4,,4
2,97,-133,269,11427,9939,0,,0
2,31676,-131,267,11427,9939,4,,4
2,30717,-133,274,11427,9939,4,,4
2,29364,-134,263,11427,9939,4,,4
2,30005,-134,269,11427,9939,4,,4
2,32008,-134,269,11427,9939,4,,4
2,97,-132,274,9227,9193,0,,0
2,3467,-134,266,9227,9193,4,,4
2,29851,-133,268,9227,9193,4,,4
2,30779,-135,270,9227,9193,4,,4
2,96,-134,263,9227,9193,0,,0
2,31786,-129,276,9227,9193,4,,4
2,97,-133,272,9227,9193,0,,0
2,97,-131,270,9227,9193,0,,0
2,32164,-131,274,9227,9193,4,,4
2,97,-134,274,9227,9193,0,,0
2,31543,-133,265,11827,9941,4,,4
2,97,-132,266,11827,9941,0,,0
2,98,-133,272,11827,9941,0,,0
2,97,-132,271,9627,9440,0,,0
2,31157,-133,273,8227,8221,4,,4
2,97,-130,268,8227,8221,0,,0
2,30583,-131,268,8227,8221,4,,4
2,30414,-131,276,8227,8221,4,,4
2,31171,-131,276,8227,8221,4,,4
2,29791,-130,269,10427,9936,4,,4
2,29458,-132,269,10427,9936,4,,4
2,30991,-134,269,10427,9936,4,,4
2,29984,-131,265,10427,9936,4,,4
2,31241,-130,269,10427,9936,4,,4
2,98,-130,270,10427,9936,0,,0
2,31273,-129,280,10427,9936,4,,4
2,30503,-134,263,10427,9936,4,,4
2,30440,-134,269,10427,9936,4,,4
2,32051,-131,276,10427,9936,4,,4
2,29401,-132,264,10427,9936,4,,4
2,32208,-134,265,10427,9936,4,,4
2,30006,-129,276,10427,9936,4,,4
2,97,-132,261,10427,9936,0,,0
2,30510,-129,280,10427,9936,4,,4
2,30630,-131,265,10427,9936,4,,4
2,30924,-134,258,10427,9936,4,,4
2,96,-131,270,8227,8221,0,,0
2,31401,-132,259,8227,8221,4,,4
2,32070,-133,266,8227,8221,4,,4
2,31459,-134,270,11027,9938,4,,4
2,31121,-131,268,11027,9938,4,,4
2,96,-135,261,11027,9938,0,,0
2,31215,-133,274,11027,9938,4,,4
2,31626,-133,265,11627,9941,4,,4
2,31790,-133,259,11627,9941,4,,4
2,32022,-135,270,11627,9941,4,,4
2,98,-133,269,11627,9941,0,,0
2,96,-134,266,11627,9941,0,,0
2,97,-135,263,11627,9941,0,,0
2,96,-130,268,11627,9941,0,,0
2,96,-131,274,11627,9941,0,,0
2,30692,-129,280,11627,9941,4,,4
2,30713,-134,269,11627,9941,4,,4
2,31767,-131,267,11627,9941,4,,4
2,31819,-131,265,11627,9941,4,,4
2,30288,-135,270,11627,9941,4,,4
2,96,-130,273,9827,9777,0,,0
2,98,-131,270,9827,9777,0,,0
2,31620,-131,265,11227,9939,4,,4
2,31176,-133,265,11227,9939,4,,4
2,31655,-134,259,11227,9939,4,,4
2,31240,-131,272,11227,9939,4,,4
2,31783,-131,272,11227,9939,4,,4
2,31353,-134,265,8037,8036,4,,4
2,30865,-130,267,8037,8036,4,,4
2,30884,-133,265,8037,8036,4,,4
2,29769,-133,262,8037,8036,4,,4
2,29353,-130,269,8427,8410,4,,4
2,31690,-132,259,9827,9775,4,,4
2,96,-133,264,9827,9775,0,,0
2,96,-134,264,9827,9775,0,,0
2,97,-133,263,9827,9775,0,,0
2,31513,-130,267,9827,9775,4,,4
2,28902,-131,265,9827,9775,4,,4
2,97,-130,267,9827,9775,0,,0
2,97,-132,265,9827,9775,0,,0
2,31916,-133,266,9827,9775,4,,4
2,30077,-132,267,9827,9775,4,,4
2,31393,-130,267,9827,9775,4,,4
2,31593,-133,265,9827,9775,4,,4
2,30815,-134,267,9827,9775,4,,4
2,29801,-132,269,9827,9775,4,,4
2,96,-130,267,9827,9775,0,,0
2,31436,-134,269,11627,9833,4,,4
2,31372,-132,259,11627,9833,4,,4
2,31422,-131,274,11627,9940,4,,4
2,85224,-133,265,11627,9940,4,,4
2,31023,-134,265,11427,9940,4,,4
2,97,-129,273,11427,9940,0,,0
2,97,-130,270,11427,9940,0,,0
2,98,-133,263,11427,9940,0,,0
2,31805,-135,263,11427,9940,4,,4
2,31510,-133,268,11427,9940,4,,4
2,31800,-134,258,11227,9908,4,,4
2,31335,-133,274,11227,9908,4,,4
2,98,-129,261,8827,8739,0,,0
2,96,-133,270,8827,8739,0,,0
2,32124,-132,259,8827,8739,4,,4
2,97,-128,272,9027,8999,0,,0
2,30575,-134,265,11227,9939,4,,4
2,30974,-131,268,11227,9939,4,,4
2,97,-133,270,11227,9939,0,,0
2,30972,-135,269,11227,9939,4,,4
2,98,-129,277,11227,9939,0,,0
2,31670,-134,270,11227,9939,4,,4
2,97,-132,276,11227,9939,0,,0
2,30652,-133,274,11227,9939,4,,4
2,97,-135,261,9627,9547,0,,0
2,98,-135,261,9627,9547,0,,0
2,30445,-131,274,8427,8350,4,,4
2,31394,-131,267,8427,8350,4,,4
2,31237,-134,259,8427,8350,4,,4
2,31718,-131,269,8427,8350,4,,4
2,97,-129,272,8427,8350,0,,0
2,30558,-131,265,8427,8350,4,,4
2,30765,-134,258,8427,8350,4,,4
2,29433,-132,267,9427,9387,4,,4
2,29666,-134,274,10627,9937,4,,4
2,62858,-133,265,11827,9941,4,,4
2,31426,-133,275,11827,9941,4,,4
2,31077,-131,269,11827,9941,4,,4
2,30851,-131,264,11827,9941,4,,4
2,97,-130,273,11827,9941,0,,0
2,31212,-136,266,11827,9941,4,,4
2,30069,-133,268,11827,9941,4,,4
2,30234,-134,265,11827,9941,4,,4
2,96,-133,269,11827,9941,0,,0
2,30135,-136,266,11827,9941,4,,4
2,96,-129,273,9827,9777,0,,0
2,96,-133,263,9827,9777,0,,0
2,96,-134,265,9827,9777,0,,0
2,29717,-133,268,9627,9547,4,,4
2,30641,-132,264,10627,9937,4,,4
2,30771,-131,265,10627,9937,4,,4
2,30503,-132,267,11827,9898,4,,4
2,29395,-133,261,8427,8415,4,,4
2,30648,-134,259,8427,8415,4,,4
2,30649,-132,259,8427,8415,4,,4
2,30656,-132,269,8427,8415,4,,4
2,31367,-129,277,8427,8415,4,,4
2,31411,-131,276,8427,8415,4,,4
2,31232,-131,268,10627,9851,4,,4
2,31158,-133,274,10827,9906,4,,4
2,31290,-131,264,11027,9938,4,,4
2,31631,-131,264,11027,9938,4,,4
2,30248,-136,266,11027,9938,4,,4
2,31575,-133,262,10827,9906,4,,4
2,30484,-135,269,10827,9906,4,,4
2,30611,-131,265,8627,8600,4,,4
2,97,-133,273,8627,8600,0,,0
2,30803,-134,267,8627,8600,4,,4
2,31590,-131,267,8627,8600,4,,4
2,31230,-134,274,8627,8600,4,,4
2,30808,-132,264,8627,8600,4,,4
2,96,-133,271,8627,8600,0,,0
2,30819,-130,267,8627,8600,4,,4
2,31575,-133,266,8627,8600,4,,4
2,98,-134,274,8627,8600,0,,0
2,98,-133,273,8627,8600,0,,0
2,98,-130,263,8627,8600,0,,0
2,30852,-134,274,10827,9906,4,,4
2,31383,-131,272,11227,9939,4,,4
2,31361,-133,265,11227,9939,4,,4
2,13975,-134,258,11227,9939,4,,4
2,31459,-133,265,11227,9939,4,,4
2,97,-132,281,11227,9939,0,,0
2,31150,-130,267,11227,9939,4,,4
2,31640,-131,268,11827,9941,4,,4
2,31131,-131,264,11827,9941,4,,4
2,96,-132,265,9227,9193,0,,0
2,30953,-129,277,9227,9193,4,,4
2,96,-131,267,9227,9193,0,,0
2,30191,-132,266,9227,9193,4,,4
